ORDER_DATE,SHIP_VIA_TYPE,PRODUCT,PRODUCT_DESCRIPTION,QUANTITY,TOTAL_SALES,HUB,BRAND,PROD_CAT
2023-05-17,UPS GROUND,PRODUCT_12,CAT_5_DES,2.0,15.7,2.0,SH,CAT_5
2023-05-22,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2023-05-19,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,28.67,2.0,SH,CAT_2
2023-05-16,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,37.62,2.0,SH,CAT_6
2023-05-20,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2023-05-17,WILL CALL,PRODUCT_11,CAT_9_DES,2.0,135.74,2.0,SH,CAT_9
2023-05-23,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,18.81,2.0,SH,CAT_6
2023-05-23,WILL CALL,PRODUCT_2,CAT_2_DES,3.0,69.36,2.0,SH,CAT_2
2023-05-23,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,37.62,2.0,SH,CAT_6
2023-05-22,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,11.78,2.0,SH,CAT_8
2023-05-24,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,18.81,2.0,SH,CAT_6
2023-05-24,WILL CALL,PRODUCT_1,CAT_1_DES,1.0,35.73,2.0,SH,CAT_1
2023-05-23,UPS GROUND,PRODUCT_8,CAT_6_DES,2.0,37.62,2.0,SH,CAT_6
