ORDER_DATE,SHIP_VIA_TYPE,PRODUCT,PRODUCT_DESCRIPTION,QUANTITY,TOTAL_SALES,HUB,BRAND,PROD_CAT
2025-03-21,WILL CALL,PRODUCT_1,CAT_1_DES,4.0,104.44,2.0,SH,CAT_1
2025-03-19,UPS GROUND,PRODUCT_2,CAT_2_DES,1.0,10.63,2.0,SH,CAT_2
2025-03-19,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-03-17,WILL CALL,PRODUCT_1,CAT_1_DES,1.0,31.84,2.0,SH,CAT_1
2025-03-20,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,75.32,2.0,SH,CAT_3
2025-03-20,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,75.32,2.0,SH,CAT_3
2025-03-21,WILL CALL,PRODUCT_5,CAT_3_DES,2.0,86.06,2.0,SH,CAT_3
2025-03-21,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,71.98,2.0,SH,CAT_1
2025-03-20,UPS GROUND,PRODUCT_6,CAT_4_DES,2.0,44.04,2.0,SH,CAT_4
2025-03-21,UPS GROUND,PRODUCT_2,CAT_2_DES,3.0,94.83,2.0,SH,CAT_2
2025-03-24,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,75.9,2.0,SH,CAT_2
2025-03-21,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,41.88,2.0,SH,CAT_1
2025-03-21,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,41.88,2.0,SH,CAT_1
2025-03-15,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-03-15,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-03-21,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,4.89,2.0,SH,CAT_5
2025-03-24,WILL CALL,PRODUCT_3,CAT_1_DES,4.0,143.96,2.0,SH,CAT_1
2025-03-24,UPS GROUND,PRODUCT_2,CAT_2_DES,4.0,126.44,2.0,SH,CAT_2
2025-03-19,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,37.62,2.0,SH,CAT_6
2025-03-20,UPS GROUND,PRODUCT_7,CAT_5_DES,2.0,15.98,2.0,SH,CAT_5
2025-03-25,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,41.88,2.0,SH,CAT_1
2025-03-25,WILL CALL,PRODUCT_9,CAT_7_DES,2.0,53.9,2.0,SH,CAT_7
2025-03-21,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,41.88,2.0,SH,CAT_1
2025-03-25,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,44.52,2.0,SH,CAT_1
2025-03-19,UPS GROUND,PRODUCT_7,CAT_5_DES,1.0,4.89,2.0,SH,CAT_5
2025-03-24,WILL CALL,PRODUCT_2,CAT_2_DES,2.0,63.22,2.0,SH,CAT_2
2025-03-21,WILL CALL,PRODUCT_2,CAT_2_DES,33.0,350.79,2.0,SH,CAT_2
2025-03-21,WILL CALL,PRODUCT_10,CAT_8_DES,20.0,117.8,2.0,SH,CAT_8
2025-03-26,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,125.54,2.0,SH,CAT_3
2025-03-26,WILL CALL,PRODUCT_11,CAT_9_DES,2.0,187.98,2.0,SH,CAT_9
2025-03-26,UPS GROUND,PRODUCT_7,CAT_5_DES,5.0,24.45,2.0,SH,CAT_5
2025-03-26,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-03-26,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,35.25,2.0,SH,CAT_2
2025-03-24,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,7.99,2.0,SH,CAT_5
2025-03-25,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,15.76,2.0,SH,CAT_8
2025-03-26,WILL CALL,PRODUCT_5,CAT_3_DES,4.0,172.12,2.0,SH,CAT_3
2025-03-27,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-03-27,UPS GROUND,PRODUCT_2,CAT_2_DES,14.0,442.54,2.0,SH,CAT_2
2025-03-27,UPS GROUND,PRODUCT_3,CAT_1_DES,16.0,417.76,2.0,SH,CAT_1
2025-03-27,UPS GROUND,PRODUCT_8,CAT_6_DES,4.0,75.24,2.0,SH,CAT_6
2025-03-27,UPS GROUND,PRODUCT_8,CAT_6_DES,1.0,18.81,2.0,SH,CAT_6
2025-03-25,UPS GROUND,PRODUCT_12,CAT_5_DES,30.0,198.3,2.0,SH,CAT_5
2025-03-28,WILL CALL,PRODUCT_2,CAT_2_DES,3.0,191.97,2.0,SH,CAT_2
2025-03-26,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-03-26,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-03-28,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,31.61,2.0,SH,CAT_2
2025-03-28,UPS GROUND,PRODUCT_8,CAT_6_DES,4.0,75.24,2.0,SH,CAT_6
2025-03-28,WILL CALL,PRODUCT_11,CAT_9_DES,4.0,239.16,2.0,SH,CAT_9
2025-03-20,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,4.13,2.0,SH,CAT_5
2025-03-27,UPS GROUND,PRODUCT_12,CAT_5_DES,4.0,32.36,2.0,SH,CAT_5
2025-03-04,WILL CALL,PRODUCT_7,CAT_5_DES,9.0,44.01,2.0,SH,CAT_5
2025-03-05,WILL CALL,PRODUCT_7,CAT_5_DES,16.0,78.24,2.0,SH,CAT_5
2025-03-28,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-03-07,WILL CALL,PRODUCT_7,CAT_5_DES,2.0,11.22,2.0,SH,CAT_5
2025-03-31,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,5.61,2.0,SH,CAT_5
2025-03-28,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,53.24,2.0,SH,CAT_1
2025-03-31,WILL CALL,PRODUCT_2,CAT_2_DES,8.0,85.04,2.0,SH,CAT_2
2025-03-26,WILL CALL,PRODUCT_7,CAT_5_DES,120.0,470.4,2.0,SH,CAT_5
2025-03-21,WILL CALL,PRODUCT_7,CAT_5_DES,6.0,29.34,2.0,SH,CAT_5
2025-03-19,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,4.89,2.0,SH,CAT_5
2025-04-01,WILL CALL,PRODUCT_11,CAT_9_DES,2.0,119.58,2.0,SH,CAT_9
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-03-28,WILL CALL,PRODUCT_7,CAT_5_DES,25.0,112.0,2.0,SH,CAT_5
2025-03-28,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,30.18,2.0,SH,CAT_6
2025-04-01,UPS GROUND,PRODUCT_2,CAT_2_DES,8.0,282.0,2.0,SH,CAT_2
2025-04-01,UPS GROUND,PRODUCT_7,CAT_5_DES,1.0,6.59,2.0,SH,CAT_5
2025-03-28,WILL CALL,PRODUCT_3,CAT_1_DES,48.0,1002.72,2.0,SH,CAT_1
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,32.0,668.48,2.0,SH,CAT_1
2025-03-28,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,18.81,2.0,SH,CAT_6
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,3.0,69.51,2.0,SH,CAT_1
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,3.0,69.51,2.0,SH,CAT_1
2025-04-01,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,19.64,2.0,SH,CAT_8
2025-04-01,UPS GROUND,PRODUCT_2,CAT_2_DES,1.0,10.63,2.0,SH,CAT_2
2025-04-01,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-01,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,11.78,2.0,SH,CAT_8
2025-04-01,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-02,UPS GROUND,PRODUCT_2,CAT_2_DES,1.0,21.51,2.0,SH,CAT_2
2025-04-01,UPS GROUND,PRODUCT_10,CAT_8_DES,1.0,9.82,2.0,SH,CAT_8
2025-03-11,WILL CALL,PRODUCT_7,CAT_5_DES,3.0,14.67,2.0,SH,CAT_5
2025-03-19,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,4.89,2.0,SH,CAT_5
2025-04-01,WILL CALL,PRODUCT_7,CAT_5_DES,2.0,9.78,2.0,SH,CAT_5
2025-04-02,WILL CALL,PRODUCT_7,CAT_5_DES,4.0,19.56,2.0,SH,CAT_5
2025-03-28,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,4.89,2.0,SH,CAT_5
2025-03-29,WILL CALL,PRODUCT_7,CAT_5_DES,6.0,29.34,2.0,SH,CAT_5
2025-04-01,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,71.98,2.0,SH,CAT_1
2025-04-03,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,31.61,2.0,SH,CAT_2
2025-04-03,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,30.18,2.0,SH,CAT_6
2025-04-03,UPS GROUND,PRODUCT_10,CAT_8_DES,4.0,23.56,2.0,SH,CAT_8
2025-04-03,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,63.22,2.0,SH,CAT_2
2025-04-03,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,63.99,2.0,SH,CAT_2
2025-03-31,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,71.98,2.0,SH,CAT_1
2025-04-03,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-04,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,19.64,2.0,SH,CAT_8
2025-04-03,UPS GROUND,PRODUCT_3,CAT_1_DES,6.0,173.34,2.0,SH,CAT_1
2025-04-02,WILL CALL,PRODUCT_13,CAT_3_DES,2.0,79.04,2.0,SH,CAT_3
2025-04-04,UPS GROUND,PRODUCT_8,CAT_6_DES,1.0,18.81,2.0,SH,CAT_6
2025-04-03,WILL CALL,PRODUCT_14,CAT_10_DES,2.0,33.6,2.0,SH,CAT_10
2025-04-07,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,11.78,2.0,SH,CAT_8
2025-04-04,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,30.18,2.0,SH,CAT_6
2025-04-04,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,31.61,2.0,SH,CAT_2
2025-04-07,WILL CALL,PRODUCT_11,CAT_9_DES,4.0,239.16,2.0,SH,CAT_9
2025-04-07,UPS GROUND,PRODUCT_2,CAT_2_DES,3.0,64.53,2.0,SH,CAT_2
2025-04-04,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-07,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,63.68,2.0,SH,CAT_1
2025-04-07,UPS GROUND,PRODUCT_3,CAT_1_DES,1.0,31.84,2.0,SH,CAT_1
2025-04-07,UPS GROUND,PRODUCT_2,CAT_2_DES,12.0,379.32,2.0,SH,CAT_2
2025-04-07,UPS GROUND,PRODUCT_11,CAT_9_DES,2.0,77.26,2.0,SH,CAT_9
2025-04-07,UPS GROUND,PRODUCT_12,CAT_5_DES,2.0,12.4,2.0,SH,CAT_5
2025-04-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,44.52,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,19.64,2.0,SH,CAT_8
2025-04-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,3.0,69.51,2.0,SH,CAT_1
2025-04-07,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,52.22,2.0,SH,CAT_1
2025-04-07,WILL CALL,PRODUCT_3,CAT_1_DES,3.0,79.86,2.0,SH,CAT_1
2025-04-07,UPS GROUND,PRODUCT_3,CAT_1_DES,10.0,318.4,2.0,SH,CAT_1
2025-04-08,UPS GROUND,PRODUCT_13,CAT_3_DES,2.0,151.94,2.0,SH,CAT_3
2025-03-31,UPS GROUND,PRODUCT_2,CAT_2_DES,3.0,94.83,2.0,SH,CAT_2
2025-04-07,WILL CALL,PRODUCT_1,CAT_1_DES,1.0,22.26,2.0,SH,CAT_1
2025-03-31,WILL CALL,PRODUCT_3,CAT_1_DES,28.0,584.92,2.0,SH,CAT_1
2025-04-02,WILL CALL,PRODUCT_8,CAT_6_DES,14.0,170.1,2.0,SH,CAT_6
2025-04-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,12.15,2.0,SH,CAT_6
2025-04-08,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,127.98,2.0,SH,CAT_2
2025-04-08,UPS GROUND,PRODUCT_2,CAT_2_DES,5.0,158.05,2.0,SH,CAT_2
2025-04-09,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-04-07,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,125.54,2.0,SH,CAT_3
2025-04-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,53.24,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,71.98,2.0,SH,CAT_1
2025-04-09,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,30.18,2.0,SH,CAT_6
2025-04-09,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,19.64,2.0,SH,CAT_8
2025-04-09,UPS GROUND,PRODUCT_1,CAT_1_DES,3.0,78.33,2.0,SH,CAT_1
2025-04-09,UPS GROUND,PRODUCT_3,CAT_1_DES,10.0,261.1,2.0,SH,CAT_1
2025-04-09,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,45.24,2.0,SH,CAT_2
2025-04-09,UPS GROUND,PRODUCT_15,CAT_10_DES,20.0,120.0,2.0,SH,CAT_10
2025-04-10,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,57.78,2.0,SH,CAT_1
2025-04-09,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_7,CAT_5_DES,4.0,19.56,2.0,SH,CAT_5
2025-04-09,UPS GROUND,PRODUCT_3,CAT_1_DES,6.0,173.34,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_8,CAT_6_DES,4.0,67.24,2.0,SH,CAT_6
2025-04-09,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,41.78,2.0,SH,CAT_1
2025-04-08,WILL CALL,PRODUCT_2,CAT_2_DES,5.0,56.55,2.0,SH,CAT_2
2023-02-01,UPS GROUND,PRODUCT_15,CAT_10_DES,5.0,45.65,2.0,SH,CAT_10
2023-02-02,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-03,WILL CALL,PRODUCT_7,CAT_5_DES,20.0,96.0,2.0,SH,CAT_5
2023-01-27,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-01-27,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,55.36,2.0,SH,CAT_1
2023-02-03,WILL CALL,PRODUCT_1,CAT_1_DES,12.0,403.08,2.0,SH,CAT_1
2023-02-03,WILL CALL,PRODUCT_3,CAT_1_DES,100.0,2768.0,2.0,SH,CAT_1
2023-02-03,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-03,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-03,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-03,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-03,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,19.58,2.0,SH,CAT_8
2023-02-03,WILL CALL,PRODUCT_3,CAT_1_DES,10.0,276.8,2.0,SH,CAT_1
2023-02-03,WILL CALL,PRODUCT_7,CAT_5_DES,10.0,48.0,2.0,SH,CAT_5
2023-02-03,UPS GROUND,PRODUCT_8,CAT_6_DES,1.0,16.0,2.0,SH,CAT_6
2023-02-03,UPS GROUND,PRODUCT_8,CAT_6_DES,2.0,36.58,2.0,SH,CAT_6
2023-02-03,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,127.98,2.0,SH,CAT_2
2023-02-03,WILL CALL,PRODUCT_1,CAT_1_DES,5.0,138.4,2.0,SH,CAT_1
2023-02-05,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-01-30,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-06,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-06,UPS GROUND,PRODUCT_2,CAT_2_DES,3.0,99.42,2.0,SH,CAT_2
2023-02-06,UPS GROUND,PRODUCT_2,CAT_2_DES,12.0,435.36,2.0,SH,CAT_2
2023-02-06,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-01,UPS GROUND,PRODUCT_15,CAT_10_DES,30.0,174.9,2.0,SH,CAT_10
2023-02-07,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-07,WILL CALL,PRODUCT_3,CAT_1_DES,40.0,1224.8,2.0,SH,CAT_1
2023-01-23,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,18.29,2.0,SH,CAT_6
2023-02-02,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,36.58,2.0,SH,CAT_6
2023-02-03,WILL CALL,PRODUCT_3,CAT_1_DES,36.0,785.16,2.0,SH,CAT_1
2023-02-07,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,72.56,2.0,SH,CAT_2
2023-02-07,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-07,WILL CALL,PRODUCT_3,CAT_1_DES,3.0,83.04,2.0,SH,CAT_1
2023-02-07,WILL CALL,PRODUCT_1,CAT_1_DES,1.0,27.68,2.0,SH,CAT_1
2023-02-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-06,WILL CALL,PRODUCT_11,CAT_9_DES,2.0,149.92,2.0,SH,CAT_9
2023-02-08,WILL CALL,PRODUCT_3,CAT_1_DES,1.0,37.99,2.0,SH,CAT_1
2023-02-08,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,66.28,2.0,SH,CAT_2
2023-02-07,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,43.62,2.0,SH,CAT_1
2023-02-01,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,16.2,2.0,SH,CAT_8
2023-02-02,WILL CALL,PRODUCT_2,CAT_2_DES,5.0,165.7,2.0,SH,CAT_2
2023-02-07,UPS GROUND,PRODUCT_7,CAT_5_DES,20.0,132.2,2.0,SH,CAT_5
2023-02-08,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,0.0,2.0,SH,CAT_1
2023-02-08,UPS GROUND,PRODUCT_12,CAT_5_DES,25.0,150.5,2.0,SH,CAT_5
2023-01-26,WILL CALL,PRODUCT_10,CAT_8_DES,2.0,16.2,2.0,SH,CAT_8
2023-02-09,WILL CALL,PRODUCT_2,CAT_2_DES,20.0,725.6,2.0,SH,CAT_2
2023-02-07,WILL CALL,PRODUCT_3,CAT_1_DES,4.0,110.72,2.0,SH,CAT_1
2023-02-09,WILL CALL,PRODUCT_2,CAT_2_DES,10.0,331.4,2.0,SH,CAT_2
2023-02-07,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,16.0,2.0,SH,CAT_6
2023-02-08,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,12.55,2.0,SH,CAT_2
2023-02-08,UPS GROUND,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-09,UPS GROUND,PRODUCT_4,CAT_3_DES,2.0,159.98,2.0,SH,CAT_3
2023-02-08,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-09,WILL CALL,PRODUCT_11,CAT_9_DES,4.0,238.64,2.0,SH,CAT_9
2023-02-09,WILL CALL,PRODUCT_3,CAT_1_DES,7.0,214.34,2.0,SH,CAT_1
2023-02-10,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-10,UPS GROUND,PRODUCT_2,CAT_2_DES,10.0,362.8,2.0,SH,CAT_2
2023-02-07,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,124.66,2.0,SH,CAT_3
2023-02-13,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-13,WILL CALL,PRODUCT_8,CAT_6_DES,2.0,55.98,2.0,SH,CAT_6
2023-02-13,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-01-31,WILL CALL,PRODUCT_2,CAT_2_DES,3.0,191.97,2.0,SH,CAT_2
2023-02-10,UPS GROUND,PRODUCT_5,CAT_3_DES,10.0,378.3,2.0,SH,CAT_3
2023-02-10,UPS GROUND,PRODUCT_15,CAT_10_DES,1.0,0.0,2.0,SH,CAT_10
2023-01-30,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,130.18,2.0,SH,CAT_2
2023-02-14,WILL CALL,PRODUCT_5,CAT_3_DES,2.0,93.8,2.0,SH,CAT_3
2023-02-14,WILL CALL,PRODUCT_3,CAT_1_DES,16.0,442.88,2.0,SH,CAT_1
2023-02-13,UPS GROUND,PRODUCT_2,CAT_2_DES,3.0,191.97,2.0,SH,CAT_2
2023-02-13,WILL CALL,PRODUCT_10,CAT_8_DES,1.0,9.79,2.0,SH,CAT_8
2023-02-07,UPS GROUND,PRODUCT_3,CAT_1_DES,9.0,196.29,2.0,SH,CAT_1
2023-02-07,UPS GROUND,PRODUCT_1,CAT_1_DES,9.0,196.29,2.0,SH,CAT_1
2023-02-06,WILL CALL,PRODUCT_2,CAT_2_DES,2.0,25.1,2.0,SH,CAT_2
2023-02-14,WILL CALL,PRODUCT_10,CAT_8_DES,1.0,12.99,2.0,SH,CAT_8
2023-02-13,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,14.49,2.0,SH,CAT_6
2023-02-14,WILL CALL,PRODUCT_8,CAT_6_DES,7.0,81.48,2.0,SH,CAT_6
2023-02-13,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-10,WILL CALL,PRODUCT_2,CAT_2_DES,6.0,75.3,2.0,SH,CAT_2
2023-02-10,WILL CALL,PRODUCT_7,CAT_5_DES,1.0,2.69,2.0,SH,CAT_5
2023-02-13,WILL CALL,PRODUCT_2,CAT_2_DES,2.0,25.1,2.0,SH,CAT_2
2023-02-14,WILL CALL,PRODUCT_5,CAT_3_DES,2.0,107.98,2.0,SH,CAT_3
2023-02-14,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-09,WILL CALL,PRODUCT_5,CAT_3_DES,2.0,93.8,2.0,SH,CAT_3
2023-02-14,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,16.2,2.0,SH,CAT_8
2023-02-06,WILL CALL,PRODUCT_1,CAT_1_DES,4.0,122.48,2.0,SH,CAT_1
2023-02-14,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-15,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,18.29,2.0,SH,CAT_6
2023-02-14,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-08,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-15,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-15,UPS GROUND,PRODUCT_1,CAT_1_DES,5.0,138.4,2.0,SH,CAT_1
2023-02-15,UPS GROUND,PRODUCT_3,CAT_1_DES,5.0,138.4,2.0,SH,CAT_1
2023-02-13,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,55.36,2.0,SH,CAT_1
2023-02-15,UPS GROUND,PRODUCT_3,CAT_1_DES,8.0,221.44,2.0,SH,CAT_1
2023-02-13,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-16,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,43.62,2.0,SH,CAT_1
2023-02-16,WILL CALL,PRODUCT_11,CAT_9_DES,2.0,81.36,2.0,SH,CAT_9
2023-02-16,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-10,WILL CALL,PRODUCT_1,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-15,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,66.28,2.0,SH,CAT_2
2023-02-06,WILL CALL,PRODUCT_2,CAT_2_DES,2.0,72.56,2.0,SH,CAT_2
2023-02-15,UPS GROUND,PRODUCT_10,CAT_8_DES,2.0,16.2,2.0,SH,CAT_8
2023-02-16,WILL CALL,PRODUCT_4,CAT_3_DES,2.0,111.4,2.0,SH,CAT_3
2023-02-14,WILL CALL,PRODUCT_8,CAT_6_DES,1.0,20.77,2.0,SH,CAT_6
2023-02-16,WILL CALL,PRODUCT_3,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-15,UPS GROUND,PRODUCT_3,CAT_1_DES,48.0,1612.32,2.0,SH,CAT_1
2023-02-16,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,61.24,2.0,SH,CAT_1
2023-02-10,UPS GROUND,PRODUCT_2,CAT_2_DES,1.0,65.09,2.0,SH,CAT_2
2023-02-16,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,67.18,2.0,SH,CAT_1
2023-02-17,UPS GROUND,PRODUCT_1,CAT_1_DES,5.0,138.4,2.0,SH,CAT_1
2023-02-17,UPS GROUND,PRODUCT_3,CAT_1_DES,5.0,138.4,2.0,SH,CAT_1
2023-02-16,WILL CALL,PRODUCT_2,CAT_2_DES,1.0,36.28,2.0,SH,CAT_2
2023-02-16,UPS GROUND,PRODUCT_4,CAT_3_DES,2.0,159.98,2.0,SH,CAT_3
2023-02-17,UPS GROUND,PRODUCT_8,CAT_6_DES,2.0,32.0,2.0,SH,CAT_6
2023-02-16,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,75.98,2.0,SH,CAT_1
2023-02-09,UPS GROUND,PRODUCT_3,CAT_1_DES,4.0,122.48,2.0,SH,CAT_1
2023-02-17,UPS GROUND,PRODUCT_2,CAT_2_DES,4.0,132.56,2.0,SH,CAT_2
2023-02-16,UPS GROUND,PRODUCT_3,CAT_1_DES,2.0,55.36,2.0,SH,CAT_1
2023-02-17,UPS GROUND,PRODUCT_2,CAT_2_DES,2.0,127.98,2.0,SH,CAT_2
2023-02-17,UPS GROUND,PRODUCT_2,CAT_2_DES,4.0,255.96,2.0,SH,CAT_2
